Name,Smiles
Bumetanide,S(=O)(=O)(N)c1cc(cc(NCCCC)c1Oc1ccccc1)C(O)=O
Pemirolast,O=C1N2C(=NC=C1c1nn[nH]n1)C(=CC=C2)C
Risedronate,P(O)(O)(=O)C(P(O)(O)=O)(O)Cc1cccnc1
Isosorbide Dinitrate,O1[C@H]2[C@H](OC[C@@H]2O[N+](=O)[O-])[C@H](O[N+](=O)[O-])C1
Clomifene,ClC(=C(c1ccc(OCCN(CC)CC)cc1)c1ccccc1)c1ccccc1
Quinapril,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1Cc2c(C[C@H]1C(O)=O)cccc2)C)CCc1ccccc1
Chlorothiazide,Clc1cc2NC=NS(=O)(=O)c2cc1S(=O)(=O)N
Emtricitabine,S1C[C@H](O[C@H]1CO)N1C=C(F)C(=NC1=O)N
Chlorhexidine,Clc1ccc(NC(NC(NCCCCCCNC(NC(Nc2ccc(Cl)cc2)=N)=N)=N)=N)cc1
Sirolimus,O1[C@@H](CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](\C=C\C=C\C=C(/C)\[C@@H](OC)C[C@H]2O[C@](O)([C@@H](CC2)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)C)C)[C@H](C[C@H]1C[C@@H](OC)[C@H](O)CC1)C
Eprosartan,s1cccc1C\C(=C/c1n(Cc2ccc(cc2)C(O)=O)c(nc1)CCCC)\C(O)=O
Flupentixol,S1C2C(C=C(C=C2)C(F)(F)F)C(c2c1cccc2)=CCCN1CCN(CC1)CCO
Guaifenesin,O(CC(O)CO)c1ccccc1OC
Loteprednol,ClCOC(=O)[C@@]1(O)CC[C@H]2[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@]12C
Conivaptan,O=C(N1CCc2[nH]c(nc2-c2c1cccc2)C)c1ccc(NC(=O)c2ccccc2-c2ccccc2)cc1
Terbutaline,Oc1cc(cc(O)c1)C(O)CNC(C)(C)C
Suprofen,s1cccc1C(=O)c1ccc(cc1)C(C(O)=O)C
Dorzolamide,s1c2S(=O)(=O)[C@H](C[C@H](NCC)c2cc1S(=O)(=O)N)C
Benzonatate,O(C(=O)c1ccc(NCCCC)cc1)CCOCCOCCOCCOCCOCCOCCOCCOCCOC
Ritodrine,Oc1ccc(cc1)CCN[C@H]([C@H](O)c1ccc(O)cc1)C
Alprenolol,O(CC(O)CNC(C)C)c1ccccc1CC=C
Benzphetamine,N([C@H](Cc1ccccc1)C)(Cc1ccccc1)C
Tacrolimus,O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C
Ranitidine,S(Cc1oc(cc1)CN(C)C)CCN\C(\NC)=C\[N+](=O)[O-]
Vardenafil,S(=O)(=O)(N1CCN(CC1)CC)c1cc(C2=NC(=O)c3n(N2)c(nc3C)CCC)c(OCC)cc1
Diflunisal,Fc1cc(F)ccc1-c1cc(C(O)=O)c(O)cc1
Prednisolone,O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C
Penicillamine,SC([C@@H](N)C(O)=O)(C)C
Drostanolone,O=C1C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3[C@]2(C[C@H]1C)C)C
Terbinafine,N(Cc1c2c(ccc1)cccc2)(C\C=C\C#CC(C)(C)C)C
Chlorphenesin,Clc1ccc(OCC(O)CO)cc1
Aminolevulinic acid,OC(=O)CCC(=O)CN
Levorphanol,Oc1cc2[C@@]34[C@H]([C@H](N(CC3)C)Cc2cc1)CCCC4
Temozolomide,O=C1n2c(N=NN1C)c(nc2)C(=O)N
Pseudoephedrine,O[C@H]([C@@H](NC)C)c1ccccc1
Dacarbazine,O=C(N)c1nc[nH]c1N=NN(C)C
Perphenazine,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN1CCN(CC1)CCO
Methylphenobarbital,O=C1N(C)C(=O)NC(=O)C1(CC)c1ccccc1
Cysteamine,SCCN
Flurandrenolide,F[C@@H]1C2=CC(=O)CC[C@@]2([C@@H]2[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)CO)[C@]3(C[C@@H]2O)C)(C)C)C1)C
Clofazimine,Clc1ccc(N2C3=CC(=NC(C)C)C(Nc4ccc(Cl)cc4)=CC3=Nc3c2cccc3)cc1
Nalbuphine,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CC[C@@H]2O)CC1CCC1
Donepezil,O(C)c1cc2c(CC(CC3CCN(CC3)Cc3ccccc3)C2=O)cc1OC
Oxazepam,Clc1cc2c(NC(=O)C(O)N=C2c2ccccc2)cc1
Dobutamine,Oc1cc(ccc1O)CCNC(CCc1ccc(O)cc1)C
Tolazamide,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(cc1)C
Clocortolone,Cl[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@H](C(=O)CO)[C@]3(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C
Progabide,Clc1ccc(cc1)/C(/NCCCC(=O)N)=C\1/C=C(F)C=CC/1=O
Loperamide,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1
Brompheniramine,Brc1ccc(cc1)C(CCN(C)C)c1ncccc1
Mifepristone,O=C1CCC2=C3[C@H]([C@@H]4CC[C@@](O)(C#CC)[C@]4(C[C@@H]3c3ccc(N(C)C)cc3)C)CCC2=C1
Cefaclor,ClC=1CS[C@H]2N(C=1C(O)=O)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
Phensuximide,O=C1N(C)C(=O)CC1c1ccccc1
Trifluoperazine,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)C)cc(cc2)C(F)(F)F
Phenmetrazine,O1CCNC(C)C1c1ccccc1
Diazepam,Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2)cc1
Fosfomycin,P(O)(O)(=O)[C@H]1O[C@H]1C
Cinoxacin,O1c2c(OC1)cc1N(N=C(C(O)=O)C(=O)c1c2)CC
Natamycin,O1[C@H](C)[C@@H](O)[C@H](N)[C@H](O)C1O[C@H]1\C=C\C=C\C=C\C=C\C[C@H](OC(=O)\C=C\[C@H]2O[C@@H]2C[C@H](O)C[C@]2(O[C@@H](C1)[C@H](C(O)=O)[C@@H](O)C2)O)C
Menthol,O[C@@H]1C[C@@H](CC[C@H]1C(C)C)C
Enprofylline,O=C1NC(=O)N(c2nc[nH]c12)CCC
Ethynodiol,O(C(=O)C)[C@]1(CC[C@H]2[C@H]3[C@@H]([C@@H]4C(=C[C@@H](OC(=O)C)CC4)CC3)CC[C@]12C)C#C
Disulfiram,S(SC(=S)N(CC)CC)C(=S)N(CC)CC
Carprofen,Clc1cc2c3c([nH]c2cc1)cc(cc3)C(C(O)=O)C
Tadalafil,O1c2cc(ccc2OC1)[C@H]1N2[C@H](Cc3c1[nH]c1c3cccc1)C(=O)N(CC2=O)C
Acetazolamide,s1c(nnc1S(=O)(=O)N)NC(=O)C
Propofol,Oc1c(cccc1C(C)C)C(C)C
Rosoxacin,O=C1c2c(N(C=C1C(O)=O)CC)cc(cc2)-c1ccncc1
Orciprenaline,Oc1cc(cc(O)c1)C(O)CNC(C)C
Sodium lauryl sulfate,S(OCCCCCCCCCCCC)(=O)(=O)[O-].[Na+]
Meloxicam,s1c(cnc1NC(=O)C=1N(S(=O)(=O)c2c(cccc2)C=1O)C)C
Fentanyl,O=C(N(C1CCN(CC1)CCc1ccccc1)c1ccccc1)CC
Phenylbutazone,O=C1N(N(C(=O)C1CCCC)c1ccccc1)c1ccccc1
Ribavirin,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1nc(nc1)C(=O)N
Biperiden,OC(CCN1CCCCC1)(C1C2CC(C1)C=C2)c1ccccc1
Tropicamide,OCC(C(=O)N(Cc1ccncc1)CC)c1ccccc1
Indapamide,Clc1ccc(cc1S(=O)(=O)N)C(=O)NN1c2c(CC1C)cccc2
Proparacaine,O(CCC)c1ccc(cc1N)C(OCCN(CC)CC)=O
Pentoxifylline,O=C1N(CCCCC(=O)C)C(=O)N(c2ncn(c12)C)C
Minaprine,O1CCN(CC1)CCNc1nnc(cc1C)-c1ccccc1
Dicyclomine,O(C(=O)C1(CCCCC1)C1CCCCC1)CCN(CC)CC
Colistin,O=C1N[C@@H](CC(C)C)C(=O)N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@H](O)C)C(=O)NCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCC(CC)C)CCN)[C@H](O)C)CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H]1CC(C)C
Alfentanil,O=C1N(N=NN1CC)CCN1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC
Halazepam,Clc1cc2c(N(CC(F)(F)F)C(=O)CN=C2c2ccccc2)cc1
Fenoldopam,Clc1c2c(cc(O)c1O)C(CNCC2)c1ccc(O)cc1
Tazarotene,S1CCC(c2cc(ccc12)C#Cc1ncc(cc1)C(OCC)=O)(C)C
Gentamicin,O1C(OC2C(O)C(OC3OCC(O)(C)C(NC)C3O)C(N)CC2N)C(N)CCC1C(NC)C
Tolazoline,N1CCN=C1Cc1ccccc1
Candesartan,O(CC)c1nc2c(n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)c(ccc2)C(O)=O
Sulfasalazine,S(=O)(=O)(Nc1ncccc1)c1ccc(\N=N\c2cc(C(O)=O)c(O)cc2)cc1
Primidone,O=C1NCNC(=O)C1(CC)c1ccccc1
Haloprogin,IC#CCOc1cc(Cl)c(Cl)cc1Cl
Tripelennamine,n1ccccc1N(Cc1ccccc1)CCN(C)C
Uracil mustard,ClCCN(CCCl)C1=CNC(=O)NC1=O
Perindopril,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCCC2)C)CCC
Gadopentetate dimeglumine,[Gd+3].OC(=O)CN(CCN(CCN(CC(=O)[O-])CC(O)=O)CC(=O)[O-])CC(=O)[O-].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC
Naproxen,O(C)c1cc2c(cc(cc2)[C@@H](C(O)=O)C)cc1
Aciclovir,O=C1N=C(Nc2n(cnc12)COCCO)N
Marimastat,O=C(N[C@@H](C(C)(C)C)C(=O)NC)[C@@H]([C@H](O)C(=O)NO)CC(C)C
Mefenamic acid,OC(=O)c1ccccc1Nc1cccc(C)c1C
Estradiol,Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C
Propantheline,O1c2c(cccc2)C(c2c1cccc2)C(OCC[N+](C(C)C)(C(C)C)C)=O
Polymyxin B Sulfate,O=C1NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(C(O)C)C(=O)NCCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCCC(CC)C)CCN)C(O)C)CCN)C(=O)NC(CCN)C(=O)NC1Cc1ccccc1
Phenelzine,N(N)CCc1ccccc1
Nalidixic Acid,O=C1c2ccc(nc2N(C=C1C(O)=O)CC)C
Roxithromycin,O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=NOCOCCOC)[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C
Propiomazine,S1c2c(N(c3c1cccc3)CC(N(C)C)C)cc(cc2)C(=O)CC
Oxcarbazepine,O=C1Cc2c(N(c3c1cccc3)C(=O)N)cccc2
Tirofiban,S(=O)(=O)(N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(O)=O)CCCC
Hydroflumethiazide,S(=O)(=O)(N)c1cc2S(=O)(=O)NCNc2cc1C(F)(F)F
Etoposide,O1C[C@H]2[C@@H]([C@@H](c3c(cc4OCOc4c3)[C@H]2O[C@@H]2O[C@H]3[C@@H](O[C@@H](OC3)C)[C@H](O)[C@H]2O)c2cc(OC)c(O)c(OC)c2)C1=O
Malathion,S(P(=S)(OC)OC)C(CC(OCC)=O)C(OCC)=O
Clidinium,O(C(=O)C(O)(c1ccccc1)c1ccccc1)C1C2CC[N+](C1)(CC2)C
Alprostadil,O=C1C[C@@H](O)[C@H](C=C[C@@H](O)CCCCC)[C@H]1CCCCCCC(O)=O
Hydrocortamate,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@]4(C[C@@H]3O)C)CCC2=C1)C
Olopatadine,O1Cc2c(cccc2)/C(/c2cc(ccc12)CC(O)=O)=C/CCN(C)C
Clavulanate,O\1[C@H]2N([C@@H](C(O)=O)/C/1=C/CO)C(=O)C2
Metyrosine,Oc1ccc(cc1)C[C@](N)(C(O)=O)C
Mometasone,Cl[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CCl)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C
Methimazole,S=C1NC=CN1C
Irinotecan,O1CC2=C(C=C3N(Cc4c3nc3c(cc(OC(=O)N5CCC(N6CCCCC6)CC5)cc3)c4CC)C2=O)[C@@](O)(CC)C1=O
Potassium Chloride,[K+].[Cl-]
Meropenem,S([C@H]1C[C@H](NC1)C(=O)N(C)C)C=1[C@@H]([C@H]2N(C=1C(O)=O)C(=O)[C@@H]2[C@H](O)C)C
Tetracycline,OC=1[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C=1C(=O)N)C(=O)c1c(cccc1O)[C@]3(O)C
Clopidogrel,Clc1ccccc1[C@H](N1CCc2sccc2C1)C(OC)=O
Dolasetron,O(C(=O)c1c2c([nH]c1)cccc2)C1CC2N3[C@@H](C1)CC(C2)C(=O)C3
Hexachlorophene,Clc1c(Cc2c(O)c(Cl)cc(Cl)c2Cl)c(O)c(Cl)cc1Cl
Tretinoin,OC(=O)C=C(C=CC=C(C=CC=1C(CCCC=1C)(C)C)C)C
Ethotoin,O=C1N(CC)C(=O)NC1c1ccccc1
Isoflurane,ClC(OC(F)F)C(F)(F)F
Tranylcypromine,N[C@@H]1CC1c1ccccc1
Epinastine,N12C(c3c(Cc4c1cccc4)cccc3)CN=C2N
Prilocaine,O=C(Nc1ccccc1C)C(NCCC)C
Etodolac,O1CCc2c([nH]c3c2cccc3CC)C1(CC(O)=O)CC
Carbinoxamine,Clc1ccc(cc1)C(OCCN(C)C)c1ncccc1
Scopolamine,O1[C@H]2[C@H]3N([C@@H]([C@@H]12)CC(OC(=O)[C@H](CO)c1ccccc1)C3)C
Deferoxamine,O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C
Modafinil,S(=O)(C(c1ccccc1)c1ccccc1)CC(=O)N
Zileuton,s1c2c(cc1C(N(O)C(=O)N)C)cccc2
Gadobenate Dimeglumine,[Gd+3].O(Cc1ccccc1)CC(N(CCN(CCN(CC(=O)[O-])CC(O)=O)CC(=O)[O-])CC(O)=O)C(=O)[O-].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC
Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Hydrocortisone,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C
Riluzole,s1c2cc(OC(F)(F)F)ccc2nc1N
Hetacillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)c1ccccc1
Pentamidine,O(CCCCCOc1ccc(cc1)C(N)=N)c1ccc(cc1)C(N)=N
Meclizine,Clc1ccc(cc1)C(N1CCN(CC1)Cc1cc(ccc1)C)c1ccccc1
Esomeprazole,S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2c(n1)cc(OC)cc2
Naftifine,N(Cc1c2c(ccc1)cccc2)(CC=Cc1ccccc1)C
Risperidone,Fc1cc2onc(c2cc1)C1CCN(CC1)CCC=1C(=O)N2C(=NC=1C)CCCC2
Pralidoxime,O\N=C\c1[n+](cccc1)C
Atracurium besylate,S(=O)(=O)([O-])c1ccccc1.S(=O)(=O)([O-])c1ccccc1.O(C)c1cc(ccc1OC)CC1[N+](CCc2c1cc(OC)c(OC)c2)(CCC(OCCCCCOC(=O)CC[N+]1(CCc2c(cc(OC)c(OC)c2)C1Cc1cc(OC)c(OC)cc1)C)=O)C
Nateglinide,OC(=O)[C@H](NC(=O)C1CCC(CC1)C(C)C)Cc1ccccc1
Thiabendazole,s1cc(nc1)-c1[nH]c2c(n1)cccc2
Diphemanil Methylsulfate,S(OC)(=O)(=O)[O-].[N+]1(CCC(CC1)=C(c1ccccc1)c1ccccc1)(C)C
Rocuronium,O1CCN(CC1)[C@H]1C[C@]2([C@H](C[C@@H]1O)CC[C@H]1[C@@H]3C[C@H]([N+]4(CCCC4)CC=C)[C@H](OC(=O)C)[C@]3(CC[C@@H]12)C)C
Nitroglycerin,O([N+](=O)[O-])C(CO[N+](=O)[O-])CO[N+](=O)[O-]
Trimipramine,N(CC(CN1c2c(CCc3c1cccc3)cccc2)C)(C)C
Homatropine Methylbromide,[Br-].O(C(=O)C(O)c1ccccc1)C1CC2[N+](C(C1)CC2)(C)C
Imiquimod,n1c2c(c3n(cnc3c1N)CC(C)C)cccc2
Methoxamine,O(C)c1ccc(OC)cc1C(O)C(N)C
Lisinopril,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCCCN
Procaine,O(C(=O)c1ccc(N)cc1)CCN(CC)CC
Clodronate,ClC(Cl)(P(O)(O)=O)P(O)(O)=O
Azatadine,n1c2c(CCc3c(cccc3)C2=C2CCN(CC2)C)ccc1
Adefovir Dipivoxil,P(OCOC(=O)C(C)(C)C)(OCOC(=O)C(C)(C)C)(=O)COCCn1c2ncnc(N)c2nc1
Norethisterone,O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@@](O)(C#C)[C@]4(CC3)C)CCC2=C1
Nedocromil,O1c2c(cc3c(N(CC)C(=CC3=O)C(O)=O)c2CCC)C(=O)C=C1C(O)=O
Paroxetine,Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1cc2OCOc2cc1
Apomorphine,Oc1c-2c(C[C@H]3N(CCc4c3c-2ccc4)C)ccc1O
Oxacillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)c1c(noc1C)-c1ccccc1
Flurbiprofen,Fc1cc(ccc1-c1ccccc1)C(C(O)=O)C
Diethylcarbamazine,O=C(N(CC)CC)N1CCN(CC1)C
Ibandronate,P(O)(O)(=O)C(P(O)(O)=O)(O)CCN(CCCCC)C
Lamivudine,S1C[C@H](O[C@H]1CO)N1C=CC(=NC1=O)N
Sufentanil,s1cccc1CCN1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC
Tamsulosin,S(=O)(=O)(N)c1cc(ccc1OC)C[C@H](NCCOc1ccccc1OCC)C
Delavirdine,S(=O)(=O)(Nc1cc2cc([nH]c2cc1)C(=O)N1CCN(CC1)c1ncccc1NC(C)C)C
Naltrexone,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)CC1CC1
Methazolamide,S1\C(=N/C(=O)C)\N(N=C1S(=O)(=O)N)C
Amprenavir,S(=O)(=O)(N(CC(C)C)C[C@@H](O)[C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)c1ccc(N)cc1
Eplerenone,O1[C@@]2(CCC1=O)CC[C@H]1[C@H]3[C@@]4(O[C@@H]4C[C@@]12C)[C@@]1(C(=CC(=O)CC1)C[C@H]3C(OC)=O)C
Nicergoline,Brc1cc(cnc1)C(OC[C@@H]1C[C@@]2(OC)[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C)=O
Nitrofurantoin,o1c(ccc1[N+](=O)[O-])\C=N/N1CC(=O)NC1=O
Tizanidine,Clc1ccc2nsnc2c1NC=1NCCN=1
Ergotamine,O1[C@](NC(=O)[C@@H]2C=C3[C@H](N(C2)C)Cc2c4c3cccc4[nH]c2)(C)C(=O)N2[C@@H](Cc3ccccc3)C(=O)N3[C@@H](CCC3)[C@]12O
Furosemide,Clc1cc(NCc2occc2)c(cc1S(=O)(=O)N)C(O)=O
Daunorubicin,O1[C@@H](C)[C@@H](O)[C@@H](N)C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)C)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O
Fluorescein,O1C2(c3c(cccc3)C1=O)c1c(Oc3c2ccc(O)c3)cc(O)cc1
Phentolamine,Oc1cc(N(CC=2NCCN=2)c2ccc(cc2)C)ccc1
Moexipril,O(C)c1cc2C[C@H](N(Cc2cc1OC)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(OCC)=O)C)C(O)=O
Flurazepam,Clc1cc2c(N(CCN(CC)CC)C(=O)CN=C2c2ccccc2F)cc1
Cephaloglycin,S1[C@H]2N(C(C(O)=O)=C(C1)COC(=O)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
Mycophenolate mofetil,O1Cc2c(c(O)c(C\C=C(\CCC(OCCN3CCOCC3)=O)/C)c(OC)c2C)C1=O
Fludrocortisone,F[C@@]12[C@H]([C@@H]3CC[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)CC[C@@]12C
Pentosan Polysulfate,S(O[C@@H]1[C@@H](OS(O)(=O)=O)[C@@H](OC[C@H]1O[C@@H]1OC[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O)O)(O)(=O)=O
Trovafloxacin,Fc1cc(F)ccc1N1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N1C[C@@H]2[C@H](C1)C2N
Tobramycin,O1[C@H](CO)[C@@H](O)[C@H](N)[C@@H](O)[C@H]1O[C@@H]1[C@@H](O)[C@H](O[C@H]2O[C@H](CN)[C@@H](O)C[C@H]2N)[C@@H](N)C[C@H]1N
Midazolam,Clc1cc2c(-n3c(CN=C2c2ccccc2F)cnc3C)cc1
Warfarin,O1c2c(cccc2)C(O)=C(C(CC(=O)C)c2ccccc2)C1=O
Amphotericin B,O1[C@@H](C)[C@H](C)[C@H](O)[C@H](\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@H](O)[C@H]2C(O)=O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC1=O)C
Moricizine,S1c2c(N(c3c1cccc3)C(=O)CCN1CCOCC1)cc(NC(OCC)=O)cc2
Thioridazine,S1c2c(N(c3c1cccc3)CCC1N(CCCC1)C)cc(SC)cc2
Losartan,Clc1nc(n(Cc2ccc(cc2)-c2ccccc2-c2nn[nH]n2)c1CO)CCCC
Isoflurophate,P(F)(OC(C)C)(OC(C)C)=O
Benzyl Benzoate,O(C(=O)c1ccccc1)Cc1ccccc1
Tamoxifen,O(CCN(C)C)c1ccc(cc1)\C(=C(\CC)/c1ccccc1)\c1ccccc1
Galantamine,O1[C@@H]2[C@@]3(CCN(Cc4c3c1c(OC)cc4)C)C=C[C@H](O)C2
Aprepitant,Fc1ccc(cc1)[C@@H]1N(CCO[C@@H]1O[C@H](C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)CC=1NC(=O)NN=1
Chlorpropamide,Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1
Cefixime,s1cc(nc1N)/C(=N/OCC(O)=O)/C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
Pirenzepine,O=C1Nc2cccnc2N(c2c1cccc2)C(=O)CN1CCN(CC1)C
Sumatriptan,S(=O)(=O)(NC)Cc1cc2c([nH]cc2CCN(C)C)cc1
Epinephrine,Oc1cc(ccc1O)[C@@H](O)CNC
Histamine Phosphate,P(O)(O)(O)=O.P(O)(O)(O)=O.[nH]1cncc1CCN
Nafarelin,Oc1ccc(cc1)CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO)C(=O)NC(Cc1cc2c(cc1)cccc2)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(=O)N
Nilutamide,FC(F)(F)c1cc(N2C(=O)C(NC2=O)(C)C)ccc1[N+](=O)[O-]
Sulfametopyrazine,S(=O)(=O)(Nc1nccnc1OC)c1ccc(N)cc1
Flumethasone,F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C
Trimethobenzamide,O(C)c1c(OC)cc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1
Verapamil,O(C)c1cc(ccc1OC)C(C(C)C)(CCCN(CCc1cc(OC)c(OC)cc1)C)C#N
Metaxalone,O1C(CNC1=O)COc1cc(cc(c1)C)C
Acamprosate,S(O)(=O)(=O)CCCNC(=O)C
Sevelamer,ClCC1OC1.NCC=C
Mecamylamine,N(C)C1(C2CC(CC2)C1(C)C)C
Trazodone,Clc1cc(N2CCN(CC2)CCCN2N=C3N(C=CC=C3)C2=O)ccc1
Estrone,Oc1cc2CC[C@H]3[C@@H]4CCC(=O)[C@]4(CC[C@@H]3c2cc1)C
Latanoprost,O[C@@H]1C[C@H](O)[C@H](C\C=C/CCCC(OC(C)C)=O)[C@H]1CC[C@@H](O)CCc1ccccc1
Magnesium Sulfate,S(=O)(=O)([O-])[O-].[Mg+2]
Pentazocine,Oc1cc2c(C[C@H]3N(CC[C@]2(C)[C@H]3C)CC=C(C)C)cc1
Dyphylline,O=C1N(C)C(=O)N(c2ncn(c12)CC(O)CO)C
Leucovorin,O=C1N=C(NC=2NC[C@@H](N(C1=2)C=O)CNc1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N
Stavudine,O1[C@@H](C=C[C@@H]1N1C=C(C)C(=O)NC1=O)CO
Mitotane,Clc1ccccc1C(C(Cl)Cl)c1ccc(Cl)cc1
Dextropropoxyphene,O([C@]([C@@H](CN(C)C)C)(Cc1ccccc1)c1ccccc1)C(=O)CC
Nystatin,O1C(C)C(C)C(O)C(\C=C\C=C\CC\C=C\C=C\C=C\C=C\C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(O)=O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC1=O)C
Dyclonine,O(CCCC)c1ccc(cc1)C(=O)CCN1CCCCC1
