input,output
"{'key': 'YPGNHGMZLLVIHB-UHFFFAOYSA-N', 'input': 'CN(C)C(=O)C(c1ccc(-c2ccc(F)cc2)cc1)C(N)C(=O)N1CCC(F)C1', 'text': 'CN(C)C(=O)C(c1ccc(-c2ccc(F)cc2)cc1)C(N)C(=O)N1CCC(F)C1'}",{'outcome': 0.806930720806121}
"{'key': 'DFXJFEAHWLUMQK-UHFFFAOYSA-N', 'input': 'N#Cc1ccc2cc1Oc1ccc3c(c1)C(CC3)N1CCC(NCc3cncn3C2)C1=O', 'text': 'N#Cc1ccc2cc1Oc1ccc3c(c1)C(CC3)N1CCC(NCc3cncn3C2)C1=O'}",{'outcome': 0.9617986679077141}
"{'key': 'RZKJERNIDGJRAZ-UHFFFAOYSA-N', 'input': 'Cc1ccccc1C1CCN(CC2Cc3cccnc3C(O)C2)CC1', 'text': 'Cc1ccccc1C1CCN(CC2Cc3cccnc3C(O)C2)CC1'}",{'outcome': 0.908415853977203}
"{'key': 'PKOPGQYFQBKBPB-UHFFFAOYSA-N', 'input': 'CC1CNCC2Cc3ccc(Cl)nc3N12', 'text': 'CC1CNCC2Cc3ccc(Cl)nc3N12'}",{'outcome': 0.032531823962926004}
"{'key': 'QUASBPFEEGUFFV-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCCC1)C1CCC(NC(=O)OCc2ccccc2)CC1', 'text': 'NC(C(=O)N1CCCC1)C1CCC(NC(=O)OCc2ccccc2)CC1'}",{'outcome': 0.0049504949711260005}
"{'key': 'BIPYJOQSCUNINC-UHFFFAOYSA-N', 'input': 'Cc1ccccc1C1CCN(CC2CCc3cccnc3C(O)C2)CC1O', 'text': 'Cc1ccccc1C1CCN(CC2CCc3cccnc3C(O)C2)CC1O'}",{'outcome': 0.015676567330956}
"{'key': 'KCXFHVRMGGPJBY-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCC(F)C1)C(C(=O)n1cnnn1)c1ccc(-c2ccc(F)cc2)cc1', 'text': 'NC(C(=O)N1CCC(F)C1)C(C(=O)n1cnnn1)c1ccc(-c2ccc(F)cc2)cc1'}",{'outcome': 0.10396039485931301}
"{'key': 'QSAGECMFQHGXSW-UHFFFAOYSA-N', 'input': 'CC(C)Oc1cc(C(C2=CNC(C(C)(C)O)C=C2)c2cc[n+]([O-])cc2)ccc1OC(F)F', 'text': 'CC(C)Oc1cc(C(C2=CNC(C(C)(C)O)C=C2)c2cc[n+]([O-])cc2)ccc1OC(F)F'}",{'outcome': 0.0}
"{'key': 'ZZLROBRAQFBDQX-UHFFFAOYSA-N', 'input': 'CC(C)Oc1cc(C(C2=CNC(C(C)(C)O)C=C2)c2ccc[n+]([O-])c2)ccc1OC(F)F', 'text': 'CC(C)Oc1cc(C(C2=CNC(C(C)(C)O)C=C2)c2ccc[n+]([O-])c2)ccc1OC(F)F'}",{'outcome': 0.0}
"{'key': 'ZZLROBRAQFBDQX-UHFFFAOYSA-N', 'input': 'CC(C)Oc1cc(C(C2=CNC(C(C)(C)O)C=C2)c2ccc[n+]([O-])c2)ccc1OC(F)F', 'text': 'CC(C)Oc1cc(C(C2=CNC(C(C)(C)O)C=C2)c2ccc[n+]([O-])c2)ccc1OC(F)F'}",{'outcome': 0.0}
"{'key': 'FIMRNLAKAARHPD-UHFFFAOYSA-N', 'input': 'C#CC1CCC(C#N)N1C(=O)CNC1(C)CCN(c2cc(C(=O)O)ccn2)CC1', 'text': 'C#CC1CCC(C#N)N1C(=O)CNC1(C)CCN(c2cc(C(=O)O)ccn2)CC1'}",{'outcome': 0.036633662879467004}
"{'key': 'UYJJHUSVSWNRCU-UHFFFAOYSA-N', 'input': 'CN(C)C(=O)C(C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1)C(N)C(=O)N1CCC(F)C1', 'text': 'CN(C)C(=O)C(C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1)C(N)C(=O)N1CCC(F)C1'}",{'outcome': 0.029702970758080004}
"{'key': 'QTZTUCOZZMQUFY-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCC(F)C1)C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1', 'text': 'NC(C(=O)N1CCC(F)C1)C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1'}",{'outcome': 0.0}
"{'key': 'OEUKDGTYEZUHLE-UHFFFAOYSA-N', 'input': 'CN(C)C(=O)C1CCCN1Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(F)cc3)cc1)C2', 'text': 'CN(C)C(=O)C1CCCN1Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(F)cc3)cc1)C2'}",{'outcome': 0.9009901285171501}
"{'key': 'OWZMXGWNSWZOSE-UHFFFAOYSA-N', 'input': 'CS(=O)(=O)NC(=O)C1CC2(c3ccc(F)cc3)NC1CCC2NCc1cc(OC(F)(F)F)ccc1OC1CC1', 'text': 'CS(=O)(=O)NC(=O)C1CC2(c3ccc(F)cc3)NC1CCC2NCc1cc(OC(F)(F)F)ccc1OC1CC1'}",{'outcome': 0.6613861322402951}
"{'key': 'VNEJEACQXCJUFD-UHFFFAOYSA-N', 'input': 'CC(OC1CCC2NC1(c1ccccc1)CC2(F)c1nnn(C)n1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CCC2NC1(c1ccccc1)CC2(F)c1nnn(C)n1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.42574256658554005}
"{'key': 'DPCAHAOUMBAXKR-UHFFFAOYSA-N', 'input': 'CC(C)(CCCN1CCCC(C(F)(F)F)C1)S(=O)(=O)c1ccccc1', 'text': 'CC(C)(CCCN1CCCC(C(F)(F)F)C1)S(=O)(=O)c1ccccc1'}",{'outcome': 0.6435643434524531}
"{'key': 'OSLJYKCMMISVMB-UHFFFAOYSA-N', 'input': 'CC(C)(CCCN1CCCC(c2ccccc2)C1)S(=O)(=O)c1ccccc1', 'text': 'CC(C)(CCCN1CCCC(c2ccccc2)C1)S(=O)(=O)c1ccccc1'}",{'outcome': 0.7524752616882321}
"{'key': 'VLPUPQGQROBWIQ-UHFFFAOYSA-N', 'input': 'CCOC(=O)C1CCCN(CCCC(C)(C)S(=O)(=O)c2ccccc2)C1', 'text': 'CCOC(=O)C1CCCN(CCCC(C)(C)S(=O)(=O)c2ccccc2)C1'}",{'outcome': 0.41600659489631603}
"{'key': 'DKNDOKIVCXTFHJ-UHFFFAOYSA-N', 'input': 'CC1(C)CC(CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1', 'text': 'CC1(C)CC(CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1'}",{'outcome': 0.995049476623535}
"{'key': 'FRHJULSNWZOUMW-UHFFFAOYSA-N', 'input': 'CCc1nc2c3c(ccc2o1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3', 'text': 'CCc1nc2c3c(ccc2o1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3'}",{'outcome': 0.854455471038818}
"{'key': 'NYUKWJXYAADYOO-UHFFFAOYSA-N', 'input': 'CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(Cl)cc3)nc1)C2', 'text': 'CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(Cl)cc3)nc1)C2'}",{'outcome': 0.831683158874511}
"{'key': 'DHAIYNYURHDUCT-UHFFFAOYSA-N', 'input': 'CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(F)cc3)cn1)C2', 'text': 'CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(F)cc3)cn1)C2'}",{'outcome': 0.8613861203193661}
"{'key': 'RMZXAQNHSDWZDH-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCC(F)(F)C1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1', 'text': 'NC(C(=O)N1CCC(F)(F)C1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1'}",{'outcome': 0.970297038555145}
"{'key': 'HYKIIMZOXRYZDB-UHFFFAOYSA-N', 'input': 'CC[N+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC', 'text': 'CC[N+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC'}",{'outcome': 0.7660890817642211}
"{'key': 'JQDBXOHJKFSLAO-UHFFFAOYSA-N', 'input': 'Fc1ccc2c(C3CNCCC3F)c(C3CCCCC3)[nH]c2c1', 'text': 'Fc1ccc2c(C3CNCCC3F)c(C3CCCCC3)[nH]c2c1'}",{'outcome': 0.9801980257034301}
"{'key': 'MIPMPJNHZAYWQS-UHFFFAOYSA-N', 'input': 'CC1CC(OC(C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(c2ccc(F)cc2)CN(C)C1=O', 'text': 'CC1CC(OC(C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(c2ccc(F)cc2)CN(C)C1=O'}",{'outcome': 0.92079210281372}
"{'key': 'YLBUTQNEBVPTES-UHFFFAOYSA-N', 'input': 'CCCCNCC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1', 'text': 'CCCCNCC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1'}",{'outcome': 0.9603960514068601}
"{'key': 'KNNVYJYRCBIUSI-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCC(F)C1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1', 'text': 'NC(C(=O)N1CCC(F)C1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1'}",{'outcome': 0.995049476623535}
"{'key': 'XNRDIULNKXSIMU-UHFFFAOYSA-N', 'input': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC(C)(C)C)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1', 'text': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC(C)(C)C)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.9653465151786801}
"{'key': 'FUAKCAYITOKHOL-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CC1', 'text': 'NC(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CC1'}",{'outcome': 0.772277235984802}
"{'key': 'AZOJERYDGJIDNE-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(Cl)ccc3OCC2C1(CCCN1CCN(C(C)=O)CC1)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(Cl)ccc3OCC2C1(CCCN1CCN(C(C)=O)CC1)c1ccccc1'}",{'outcome': 0.871287107467651}
"{'key': 'XEEQGYMUWCZPDN-UHFFFAOYSA-N', 'input': 'OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1', 'text': 'OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1'}",{'outcome': 0.856435656547546}
"{'key': 'OXZKVOKBUMLJAE-UHFFFAOYSA-N', 'input': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C5COC5)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1', 'text': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C5COC5)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.935643553733825}
"{'key': 'WJMXEGCIFZKOOF-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCCC1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1', 'text': 'NC(C(=O)N1CCCC1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1'}",{'outcome': 0.9554455280303951}
"{'key': 'MBWXNTAXLNYFJB-UHFFFAOYSA-N', 'input': 'CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C', 'text': 'CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C'}",{'outcome': 0.935643553733825}
"{'key': 'KYPUJSDJTKKTQO-UHFFFAOYSA-N', 'input': 'N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1', 'text': 'N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1'}",{'outcome': 0.8811880946159361}
"{'key': 'MLRDIJRZSJTOLB-UHFFFAOYSA-N', 'input': 'N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccc(Cl)c3)C2)cc1', 'text': 'N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccc(Cl)c3)C2)cc1'}",{'outcome': 0.9504950642585751}
"{'key': 'CQXHKARMTLIBQZ-UHFFFAOYSA-N', 'input': 'O=c1[nH]nc(C2CC3(c4ccc(F)cc4)NC2CCC3NCc2cc(OC(F)(F)F)ccc2OC2CC2)[nH]1', 'text': 'O=c1[nH]nc(C2CC3(c4ccc(F)cc4)NC2CCC3NCc2cc(OC(F)(F)F)ccc2OC2CC2)[nH]1'}",{'outcome': 0.9653465151786801}
"{'key': 'CNPVJJQCETWNEU-UHFFFAOYSA-N', 'input': 'COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C', 'text': 'COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C'}",{'outcome': 0.871287107467651}
"{'key': 'XQBOWELYOBLTAR-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCSC1)C1CCC(NC(=O)c2ccc(F)c(F)c2)CC1', 'text': 'NC(C(=O)N1CCSC1)C1CCC(NC(=O)c2ccc(F)c(F)c2)CC1'}",{'outcome': 0.6633663177490231}
"{'key': 'ZZLRBKFHORVSEX-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN(C)C)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN(C)C)c1ccccc1'}",{'outcome': 0.935643553733825}
"{'key': 'AHNFQQHGOJRCIY-UHFFFAOYSA-N', 'input': 'N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3ccc[nH]c3=O)C2=O)cc1', 'text': 'N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3ccc[nH]c3=O)C2=O)cc1'}",{'outcome': 0.312234789133071}
"{'key': 'ZAKVYFKOQFBNTN-UHFFFAOYSA-N', 'input': 'N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccnc3N)C2=O)cc1', 'text': 'N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccnc3N)C2=O)cc1'}",{'outcome': 0.15815064311027502}
"{'key': 'UECVBKMBWUTOOU-UHFFFAOYSA-N', 'input': 'Cc1ccccc1C1CCN(CC2Cc3cccnc3C(O)C2)CC1O', 'text': 'Cc1ccccc1C1CCN(CC2Cc3cccnc3C(O)C2)CC1O'}",{'outcome': 0.011551154777407}
"{'key': 'JWRFFRGIXWVGLV-UHFFFAOYSA-N', 'input': 'OC1CC(CN2CCC(c3ccc(F)cc3Cl)C(O)C2)Cc2cccnc21', 'text': 'OC1CC(CN2CCC(c3ccc(F)cc3Cl)C(O)C2)Cc2cccnc21'}",{'outcome': 0.009900989942252001}
"{'key': 'AJRJPORIQGYFMT-UHFFFAOYSA-N', 'input': 'CC=C1N(C)C(C)CC1(c1ccccc1)c1ccccc1', 'text': 'CC=C1N(C)C(C)CC1(c1ccccc1)c1ccccc1'}",{'outcome': 0.029702970758080004}
"{'key': 'LSQZJLSUYDQPKJ-UHFFFAOYSA-N', 'input': 'CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O', 'text': 'CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O'}",{'outcome': 0.019801979884505}
"{'key': 'DBGIVFWFUFKIQN-UHFFFAOYSA-N', 'input': 'CCNC(C)Cc1cccc(C(F)(F)F)c1', 'text': 'CCNC(C)Cc1cccc(C(F)(F)F)c1'}",{'outcome': 0.242574259638786}
"{'key': 'WTRWFOXPPRLKFP-UHFFFAOYSA-N', 'input': 'COc1ccc(N2C(=O)C(Cc3ccc(OCCc4nc(-c5ccccc5)oc4C)cc3)C2C(=O)O)cc1', 'text': 'COc1ccc(N2C(=O)C(Cc3ccc(OCCc4nc(-c5ccccc5)oc4C)cc3)C2C(=O)O)cc1'}",{'outcome': 0.09900990128517101}
"{'key': 'NEOCIRBUHOQWHN-UHFFFAOYSA-N', 'input': 'CC(C)Oc1cc(C(C2=CCC(=O)N=C2)C2=CNC(C(C)(C)O)C=C2)ccc1OC(F)F', 'text': 'CC(C)Oc1cc(C(C2=CCC(=O)N=C2)C2=CNC(C(C)(C)O)C=C2)ccc1OC(F)F'}",{'outcome': 0.024752475321292003}
"{'key': 'UEIDYAWIUQPJEB-UHFFFAOYSA-N', 'input': 'CC(C)(C)Oc1cc(C(C2=CNC(C(C)(C)O)S2)c2cc[n+]([O-])cc2)ccc1OC(F)F', 'text': 'CC(C)(C)Oc1cc(C(C2=CNC(C(C)(C)O)S2)c2cc[n+]([O-])cc2)ccc1OC(F)F'}",{'outcome': 0.0}
"{'key': 'AGOYDEPGAOXOCK-UHFFFAOYSA-N', 'input': 'CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O', 'text': 'CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O'}",{'outcome': 0.0049504949711260005}
"{'key': 'AGOYDEPGAOXOCK-UHFFFAOYSA-N', 'input': 'CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O', 'text': 'CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O'}",{'outcome': 0.0049504949711260005}
"{'key': 'BCDMNHGZHZHNEL-UHFFFAOYSA-N', 'input': 'CC(c1ccc(-c2cccc(-c3nnn[nH]3)c2)cc1)C(N)C(=O)N1CCC(F)C1', 'text': 'CC(c1ccc(-c2cccc(-c3nnn[nH]3)c2)cc1)C(N)C(=O)N1CCC(F)C1'}",{'outcome': 0.06435643881559301}
"{'key': 'UMNUGEIXQBLVCO-UHFFFAOYSA-N', 'input': 'N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cncc(Br)c3)C2=O)cc1', 'text': 'N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cncc(Br)c3)C2=O)cc1'}",{'outcome': 0.7355021238327021}
"{'key': 'AWVSZEIDIPLFFV-UHFFFAOYSA-N', 'input': 'CCn1nc(Cc2ccc(OC(F)(F)F)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1', 'text': 'CCn1nc(Cc2ccc(OC(F)(F)F)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1'}",{'outcome': 0.9801980257034301}
"{'key': 'ZFRLEPMXXGKKBN-UHFFFAOYSA-N', 'input': 'CC(=O)c1sc(NC(=O)NC2CN(C(C)=O)CCC2CN2CCCC(Cc3ccc(F)cc3)C2)nc1C', 'text': 'CC(=O)c1sc(NC(=O)NC2CN(C(C)=O)CCC2CN2CCCC(Cc3ccc(F)cc3)C2)nc1C'}",{'outcome': 0.748514831066131}
"{'key': 'QZHOKWHGBRFWKM-UHFFFAOYSA-N', 'input': 'FC(F)(F)Oc1ccc(OC2CC2)c(CNC2CCC3NC2(c2ccccc2)CC3c2nnn[nH]2)c1', 'text': 'FC(F)(F)Oc1ccc(OC2CC2)c(CNC2CCC3NC2(c2ccccc2)CC3c2nnn[nH]2)c1'}",{'outcome': 0.8663366436958311}
"{'key': 'XVOFQVYYIGNDLB-UHFFFAOYSA-N', 'input': 'O=C(NS(=O)(=O)c1ccccc1)C1CC2(c3ccc(F)cc3)NC1CCC2NCc1cc(OC(F)(F)F)ccc1OC1CC1', 'text': 'O=C(NS(=O)(=O)c1ccccc1)C1CC2(c3ccc(F)cc3)NC1CCC2NCc1cc(OC(F)(F)F)ccc1OC1CC1'}",{'outcome': 0.676237642765045}
"{'key': 'QGNVIJKJOJRPFM-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCOCC1)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCOCC1)c1ccccc1'}",{'outcome': 0.9653465151786801}
"{'key': 'MKHFAQHYZXBPKR-UHFFFAOYSA-N', 'input': 'Fc1ccc(-n2cc(C3CC[N+](CCN4CCNC4=S)CC3)c3cc(Cl)ccc32)cc1', 'text': 'Fc1ccc(-n2cc(C3CC[N+](CCN4CCNC4=S)CC3)c3cc(Cl)ccc32)cc1'}",{'outcome': 0.6425035595893861}
"{'key': 'XRVNSFDHOMAYDC-UHFFFAOYSA-N', 'input': 'Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(C(C)(C)C)cc3)C2C(=O)O)c1', 'text': 'Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(C(C)(C)C)cc3)C2C(=O)O)c1'}",{'outcome': 0.831683158874511}
"{'key': 'RUOOPFXWFLREEM-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(C)ccc3OCC2C1(CCCN1CCOCC1)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(C)ccc3OCC2C1(CCCN1CCOCC1)c1ccccc1'}",{'outcome': 0.9554455280303951}
"{'key': 'DBMAUWVASVSMOE-UHFFFAOYSA-N', 'input': 'COc1ccc2nccc(C3CN(C4CCN(Cc5ccc(C)c(C)c5)CC4)C(=O)O3)c2c1', 'text': 'COc1ccc2nccc(C3CN(C4CCN(Cc5ccc(C)c(C)c5)CC4)C(=O)O3)c2c1'}",{'outcome': 0.896039605140686}
"{'key': 'AKDFSCPPNYDWHG-UHFFFAOYSA-N', 'input': 'O=C1CN(C2CCC(c3ccccc3)(N3CCCC(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3=O)CC2)CCN1c1ccccc1', 'text': 'O=C1CN(C2CCC(c3ccccc3)(N3CCCC(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3=O)CC2)CCN1c1ccccc1'}",{'outcome': 0.9801980257034301}
"{'key': 'YADRWDGGCRCQGR-UHFFFAOYSA-N', 'input': 'CC[S+2](O)(O)CNC1c2cc(C[NH])ccc2OC(C)(C)C1O', 'text': 'CC[S+2](O)(O)CNC1c2cc(C[NH])ccc2OC(C)(C)C1O'}",{'outcome': 0.39603960514068604}
"{'key': 'XYUMIRJLHXWAGA-UHFFFAOYSA-N', 'input': 'CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CCNCC1', 'text': 'CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CCNCC1'}",{'outcome': 0.7178217768669121}
"{'key': 'PKJWAYXUSCHOOG-UHFFFAOYSA-N', 'input': 'CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N(C)CCCC(=O)O)c1', 'text': 'CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N(C)CCCC(=O)O)c1'}",{'outcome': 0.67079210281372}
"{'key': 'HVSJHHXUORMCGK-UHFFFAOYSA-N', 'input': 'CCS(=O)(=O)N(C)C1c2cc(C#N)ccc2OC(C)(C)C1O', 'text': 'CCS(=O)(=O)N(C)C1c2cc(C#N)ccc2OC(C)(C)C1O'}",{'outcome': 0.47615510225296004}
"{'key': 'NNDBXESVYQQFSH-UHFFFAOYSA-N', 'input': 'CCN=C(c1ccc(OC)c(OC)c1)N1CCCc2cc(C3=NNC(=O)SC3C)ccc21', 'text': 'CCN=C(c1ccc(OC)c(OC)c1)N1CCCc2cc(C3=NNC(=O)SC3C)ccc21'}",{'outcome': 0.9801980257034301}
"{'key': 'BOZHYJXZRTYKQA-UHFFFAOYSA-N', 'input': 'CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)C1CCc2cc(CN3CCN(C(N)=O)CC3)ccc2C1', 'text': 'CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)C1CCc2cc(CN3CCN(C(N)=O)CC3)ccc2C1'}",{'outcome': 0.7871286869049071}
"{'key': 'VVDKIQHOQWYCMD-UHFFFAOYSA-N', 'input': 'CC(OC1CCC(=O)N(C)C(C)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CCC(=O)N(C)C(C)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.9801980257034301}
"{'key': 'NRQSZGRFSAAGML-UHFFFAOYSA-N', 'input': 'COC(=O)C1C(O)CC2CCC1[N+]2C', 'text': 'COC(=O)C1C(O)CC2CCC1[N+]2C'}",{'outcome': 0.060396037995815006}
"{'key': 'QIQNNBXHAYSQRY-UHFFFAOYSA-N', 'input': 'COC(=O)C1C(O)CC2CCC1N2C', 'text': 'COC(=O)C1C(O)CC2CCC1N2C'}",{'outcome': 0.08168316632509201}
"{'key': 'FRVUOTVOYLJPCA-UHFFFAOYSA-N', 'input': 'C[N+]1CCCCC1c1c(-c2ccccc2)[nH]c2ccccc12', 'text': 'C[N+]1CCCCC1c1c(-c2ccccc2)[nH]c2ccccc12'}",{'outcome': 0.9158415794372551}
"{'key': 'ITBKCDFUYADWSI-UHFFFAOYSA-N', 'input': 'Fc1ccc2[nH]c(-c3ccccc3)c(C3CNCCC3F)c2c1', 'text': 'Fc1ccc2[nH]c(-c3ccccc3)c(C3CNCCC3F)c2c1'}",{'outcome': 1.0}
"{'key': 'PAVYFSUMGRBRPZ-UHFFFAOYSA-N', 'input': 'FC1CCNCC1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12', 'text': 'FC1CCNCC1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12'}",{'outcome': 0.9900990128517151}
"{'key': 'VWNBOOIWICWEPL-UHFFFAOYSA-N', 'input': 'N#Cc1ccc2cc1Oc1ccc3c(c1)C(CCC3)N1CCC(NCc3cncn3C2)C1=O', 'text': 'N#Cc1ccc2cc1Oc1ccc3c(c1)C(CCC3)N1CCC(NCc3cncn3C2)C1=O'}",{'outcome': 0.5309405922889711}
"{'key': 'ITBKCDFUYADWSI-UHFFFAOYSA-N', 'input': 'Fc1ccc2[nH]c(-c3ccccc3)c(C3CNCCC3F)c2c1', 'text': 'Fc1ccc2[nH]c(-c3ccccc3)c(C3CNCCC3F)c2c1'}",{'outcome': 1.0}
